06-05 21:06 | App: unknown | Module: unknown
05-28 10:03 | App: unknown | Module: unknown
05-28 10:03 | App: unknown | Module: unknown
05-28 01:03 | App: powershell.exe | Module: ntdll.dll
05-28 00:59 | App: powershell.exe | Module: ntdll.dll
05-28 00:31 | App: powershell.exe | Module: ntdll.dll
05-27 23:24 | App: python.exe | Module: rm-virtualcam-module64.dll
05-27 23:23 | App: python.exe | Module: ntdll.dll
05-27 18:44 | App: unknown | Module: unknown
05-27 18:44 | App: unknown | Module: unknown
05-27 18:44 | App: unknown | Module: unknown
05-27 18:42 | App: unknown | Module: unknown
05-27 18:42 | App: unknown | Module: unknown
05-27 18:42 | App: unknown | Module: unknown
05-27 18:42 | App: unknown | Module: unknown
05-27 18:42 | App: unknown | Module: unknown
05-27 10:04 | App: unknown | Module: unknown
05-27 10:04 | App: unknown | Module: unknown
05-27 10:04 | App: unknown | Module: unknown
05-27 10:04 | App: unknown | Module: unknown
05-27 10:04 | App: unknown | Module: unknown
05-27 01:36 | App: wmiprvse.exe | Module: wmiprvse.exe
05-27 01:34 | App: unknown | Module: unknown
05-27 01:33 | App: unknown | Module: unknown
05-27 01:33 | App: unknown | Module: unknown
05-27 01:28 | App: unknown | Module: unknown
05-27 01:23 | App: Dell.TechHub.Instrumentation.SubAgent.exe | Module: KERNELBASE.dll
05-26 22:30 | App: unknown | Module: unknown
05-26 22:30 | App: unknown | Module: unknown
05-26 22:30 | App: unknown | Module: unknown
05-26 22:30 | App: unknown | Module: unknown
05-26 22:30 | App: unknown | Module: unknown
05-26 22:30 | App: unknown | Module: unknown
05-26 22:30 | App: unknown | Module: unknown
05-26 22:30 | App: unknown | Module: unknown
05-26 09:17 | App: unknown | Module: unknown
05-26 09:17 | App: unknown | Module: unknown
05-26 09:17 | App: unknown | Module: unknown
05-26 09:17 | App: unknown | Module: unknown
05-26 09:17 | App: unknown | Module: unknown
05-26 09:17 | App: unknown | Module: unknown
05-26 09:17 | App: unknown | Module: unknown
05-26 09:17 | App: unknown | Module: unknown
05-26 06:38 | App: Dell.TechHub.Instrumentation.SubAgent.exe | Module: KERNELBASE.dll
05-26 00:09 | App: python.exe | Module: python312.dll
05-26 00:09 | App: python.exe | Module: python312.dll
05-26 00:08 | App: python.exe | Module: python312.dll
05-26 00:06 | App: python.exe | Module: python312.dll
05-25 23:20 | App: python.exe | Module: nvcuda64.dll
05-25 20:04 | App: python.exe | Module: nvcuda64.dll
05-25 20:02 | App: python.exe | Module: nvcuda64.dll
05-25 19:57 | App: python.exe | Module: nvcuda64.dll
05-25 11:42 | App: unknown | Module: unknown
05-25 11:42 | App: unknown | Module: unknown
05-25 11:42 | App: unknown | Module: unknown
05-25 11:42 | App: unknown | Module: unknown
05-25 11:42 | App: unknown | Module: unknown
05-25 11:42 | App: unknown | Module: unknown
05-25 11:42 | App: unknown | Module: unknown
05-25 11:42 | App: unknown | Module: unknown
05-25 01:35 | App: Dell.TechHub.Instrumentation.SubAgent.exe | Module: KERNELBASE.dll
05-23 19:49 | App: warp-svc.exe | Module: warp-svc.exe
05-23 19:49 | App: warp-svc.exe | Module: warp-svc.exe
06-05 21:05 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
06-05 21:05 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
06-05 21:05 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
06-05 19:37 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
06-05 19:37 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
06-05 19:37 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
06-05 10:41 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
06-05 10:41 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
06-05 10:41 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
06-03 19:22 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
06-03 19:21 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
06-03 19:21 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
06-03 10:16 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
06-03 10:16 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
06-03 10:16 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
06-01 11:27 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
06-01 11:27 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
06-01 11:27 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
06-01 08:54 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
06-01 08:54 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
06-01 08:54 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
05-31 00:28 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
05-31 00:28 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
05-31 00:28 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
05-31 00:09 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
05-31 00:09 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
05-31 00:08 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
05-30 23:47 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
05-30 23:46 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
05-30 23:46 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
05-30 22:53 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
05-30 22:53 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
05-30 22:53 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
05-30 15:11 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
05-30 15:10 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
05-30 15:10 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
05-30 14:52 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
05-30 14:51 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
05-30 14:51 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
05-30 14:34 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
05-30 14:33 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
05-30 14:33 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
05-30 11:42 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
05-30 11:41 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
05-30 11:41 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
05-29 21:22 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
05-29 21:22 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
05-29 21:21 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
05-29 21:15 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
05-29 21:15 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
05-29 21:14 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
05-29 21:06 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
05-29 21:05 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
05-29 21:05 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
05-29 20:57 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
05-29 20:57 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
05-29 20:56 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
05-29 20:53 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
05-29 20:53 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
05-29 20:52 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
05-29 20:17 | The program svchost.exe version 10.0.26100.8521 stopped interacting with Windows and was closed. To see if more informat
05-29 18:22 | The program dllhost.exe version 10.0.26100.8521 stopped interacting with Windows and was closed. To see if more informat
05-28 12:34 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
05-28 12:33 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
05-28 12:33 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
05-27 18:44 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
05-27 18:44 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
05-27 18:44 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
05-27 01:34 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
05-27 01:34 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
05-27 01:34 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
05-26 22:30 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
05-26 22:30 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
05-26 22:30 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
05-26 12:35 | The program explorer.exe version 10.0.26100.8457 stopped interacting with Windows and was closed. To see if more informa
05-26 09:17 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
05-26 09:17 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
05-26 09:17 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
05-25 11:42 | VHDX mount validated successfully for T:\vm\share-ext4.vhdx
05-25 11:42 | VHDX mount validated successfully for T:\vm\shared-dev.vhdx
05-25 11:42 | VHDX mount validated successfully for T:\vm\cloud-cache-disk.vhdx
